Date,Session_ID,User_ID,Country,City,Device,Browser,Traffic_Source,Campaign,Landing_Page,Sessions,Users,New_User,Page_Views,Avg_Session_Duration_Min,Bounce_Rate,Conversions,Revenue_USD,Exit_Page,Conversion_Rate
2024-05-14,SES002098,USR00155,Australia,Melbourne,Mobile,Firefox,Paid Search,Email Retention,Checkout,2,1,No,6,2.97,35,0,0,Home,0.0
2024-12-12,SES002099,USR00123,USA,San Francisco,Desktop,Firefox,Referral,No Campaign,Home,1,1,Yes,8,3.23,43,0,0,Contact,0.0
2024-06-07,SES002100,USR00132,India,Bengaluru,Tablet,Chrome,Direct,Product Launch,Blog,4,1,Yes,6,4.25,52,0,0,Pricing,0.0
2024-06-22,SES002101,USR01578,Canada,Toronto,Mobile,Edge,Organic Search,Email Retention,Pricing,3,1,No,7,1.16,41,1,438,Contact,33.33
2024-04-18,SES002102,USR01664,USA,Chicago,Mobile,Chrome,Email,Summer Sale,Pricing,1,1,Yes,7,6.5,30,0,0,Products,0.0
2024-09-06,SES002103,USR01449,Canada,Vancouver,Mobile,Chrome,Social,Product Launch,Home,3,1,Yes,10,0.91,51,0,0,Home,0.0
2024-02-26,SES002104,USR01471,India,Pune,Mobile,Chrome,Referral,Brand Awareness,Blog,1,1,No,3,4.76,35,0,0,Products,0.0
2024-08-23,SES002105,USR00631,India,Hyderabad,Mobile,Safari,Referral,Festive Offer,Checkout,2,1,No,10,4.84,35,0,0,Checkout,0.0
2025-02-24,SES002106,USR00230,USA,San Francisco,Desktop,Safari,Organic Search,Email Retention,Blog,4,1,Yes,5,2.05,27,1,74,Contact,25.0
2025-04-19,SES002107,USR01941,USA,New York,Desktop,Chrome,Organic Search,Product Launch,Checkout,4,1,Yes,11,3.07,40,0,0,Checkout,0.0
2024-03-08,SES002108,USR01283,USA,New York,Desktop,Chrome,Paid Search,Product Launch,Products,3,1,No,7,1.56,38,0,0,Blog,0.0
2024-06-09,SES002109,USR00352,India,Bengaluru,Desktop,Edge,Paid Search,No Campaign,Blog,3,1,Yes,10,1.65,29,0,0,Contact,0.0
2024-03-05,SES002110,USR00378,UK,Manchester,Desktop,Chrome,Organic Search,Festive Offer,Home,4,1,Yes,9,4.37,35,0,0,Pricing,0.0
2025-06-01,SES002111,USR01844,USA,Chicago,Mobile,Edge,Email,Email Retention,Products,2,1,No,6,6.91,32,0,0,Pricing,0.0
2024-03-20,SES002112,USR00991,UK,Manchester,Desktop,Chrome,Paid Search,Product Launch,Checkout,2,1,Yes,7,5.1,26,0,0,Checkout,0.0
2025-01-27,SES002113,USR00408,UK,Manchester,Desktop,Chrome,Paid Search,Email Retention,Home,2,1,Yes,5,5.52,31,0,0,Blog,0.0
2024-11-06,SES002114,USR01578,UK,London,Mobile,Firefox,Direct,Summer Sale,Home,4,1,Yes,7,3.85,47,0,0,Checkout,0.0
2024-02-04,SES002115,USR00987,India,Bengaluru,Mobile,Firefox,Paid Search,Product Launch,Home,2,1,No,8,2.03,30,0,0,Pricing,0.0
2024-04-30,SES002116,USR00735,USA,Chicago,Mobile,Edge,Social,No Campaign,Home,1,1,No,9,6.62,48,0,0,Home,0.0
2024-08-05,SES002117,USR01461,UK,Manchester,Mobile,Safari,Social,No Campaign,Checkout,4,1,Yes,5,6.21,56,0,0,Blog,0.0
2025-03-06,SES002118,USR00880,India,Mumbai,Mobile,Chrome,Organic Search,Email Retention,Home,4,1,Yes,7,6.25,32,0,0,Blog,0.0
2025-02-09,SES002119,USR01436,USA,Chicago,Mobile,Chrome,Paid Search,Email Retention,Blog,2,1,Yes,10,6.15,32,0,0,Blog,0.0
2024-08-28,SES002120,USR00784,UK,Manchester,Mobile,Edge,Paid Search,No Campaign,Checkout,3,1,Yes,10,6.29,25,0,0,Pricing,0.0
2025-05-27,SES002121,USR00856,India,Bengaluru,Mobile,Edge,Direct,Email Retention,Contact,4,1,No,12,2.27,45,0,0,Contact,0.0
2024-02-14,SES002122,USR00811,UK,London,Mobile,Safari,Referral,Summer Sale,Blog,2,1,No,4,2.38,37,1,151,Contact,50.0
2025-05-06,SES002123,USR00769,USA,San Francisco,Mobile,Safari,Organic Search,Email Retention,Blog,2,1,No,10,2.04,30,0,0,Checkout,0.0
2024-06-09,SES002124,USR00924,India,Hyderabad,Mobile,Edge,Referral,Email Retention,Blog,1,1,No,2,5.77,34,0,0,Checkout,0.0
2025-05-26,SES002125,USR01338,India,Hyderabad,Mobile,Safari,Paid Search,Product Launch,Blog,1,1,Yes,9,4.86,31,0,0,Contact,0.0
2024-07-14,SES002126,USR00107,Canada,Vancouver,Mobile,Chrome,Direct,Email Retention,Products,3,1,Yes,10,5.89,46,0,0,Contact,0.0
2024-01-24,SES002127,USR00823,USA,Chicago,Mobile,Edge,Social,Email Retention,Pricing,1,1,No,2,4.2,54,0,0,Contact,0.0
2025-05-26,SES002128,USR00913,Canada,Vancouver,Desktop,Edge,Direct,Brand Awareness,Checkout,3,1,No,6,6.12,53,0,0,Products,0.0
2025-06-09,SES002129,USR01385,UK,Manchester,Mobile,Firefox,Organic Search,Summer Sale,Home,4,1,Yes,12,5.04,29,0,0,Home,0.0
2024-05-18,SES002130,USR00709,UK,Manchester,Desktop,Firefox,Organic Search,Product Launch,Home,2,1,Yes,9,5.27,29,0,0,Checkout,0.0
2025-02-14,SES002131,USR01697,India,Hyderabad,Tablet,Edge,Organic Search,Festive Offer,Blog,2,1,Yes,8,2.27,28,0,0,Contact,0.0
2024-10-30,SES002132,USR00581,Australia,Sydney,Mobile,Firefox,Direct,Brand Awareness,Pricing,1,1,Yes,5,2.19,37,0,0,Contact,0.0
2024-03-16,SES002133,USR01040,India,Bengaluru,Mobile,Firefox,Email,Brand Awareness,Products,4,1,No,6,6.62,34,0,0,Pricing,0.0
2025-01-21,SES002134,USR00913,India,Bengaluru,Mobile,Safari,Organic Search,Festive Offer,Home,2,1,No,6,5.09,27,0,0,Contact,0.0
2024-03-06,SES002135,USR01501,USA,Dallas,Mobile,Safari,Social,Summer Sale,Products,2,1,Yes,9,2.08,63,0,0,Blog,0.0
2025-01-31,SES002136,USR01533,Australia,Melbourne,Mobile,Safari,Paid Search,Brand Awareness,Checkout,1,1,No,4,2.28,35,0,0,Products,0.0
2025-03-11,SES002137,USR01473,Canada,Vancouver,Desktop,Chrome,Social,Summer Sale,Checkout,4,1,Yes,6,6.56,48,0,0,Home,0.0
2024-12-10,SES002138,USR01866,Canada,Toronto,Desktop,Firefox,Organic Search,Summer Sale,Blog,4,1,No,11,2.3,28,0,0,Contact,0.0
2024-06-20,SES002139,USR01420,Australia,Sydney,Tablet,Safari,Paid Search,Festive Offer,Pricing,2,1,No,5,7.2,36,0,0,Contact,0.0
2024-11-07,SES002140,USR00485,Canada,Toronto,Mobile,Edge,Direct,No Campaign,Pricing,1,1,Yes,5,3.91,44,0,0,Pricing,0.0
2024-11-07,SES002141,USR01269,USA,Chicago,Desktop,Edge,Organic Search,Email Retention,Blog,1,1,No,8,6.65,39,0,0,Contact,0.0
2025-05-21,SES002142,USR00911,UK,London,Mobile,Safari,Organic Search,No Campaign,Pricing,3,1,Yes,5,0.83,34,0,0,Home,0.0
2025-06-24,SES002143,USR00550,Australia,Sydney,Desktop,Firefox,Direct,Festive Offer,Contact,2,1,No,7,4.12,48,0,0,Pricing,0.0
2024-08-25,SES002144,USR01280,India,Pune,Mobile,Edge,Direct,Brand Awareness,Contact,2,1,Yes,4,2.81,51,0,0,Pricing,0.0
2024-07-21,SES002145,USR00077,India,Mumbai,Desktop,Safari,Direct,Product Launch,Products,3,1,No,4,1.56,44,0,0,Blog,0.0
2024-12-07,SES002146,USR00708,Australia,Melbourne,Mobile,Firefox,Social,Email Retention,Products,2,1,Yes,7,3.35,53,0,0,Home,0.0
2025-01-27,SES002147,USR00919,USA,New York,Mobile,Safari,Social,Email Retention,Blog,4,1,Yes,10,6.83,55,0,0,Pricing,0.0
2024-02-29,SES002148,USR00116,UK,Manchester,Desktop,Edge,Organic Search,Brand Awareness,Home,3,1,Yes,4,1.53,34,0,0,Products,0.0
2025-06-03,SES002149,USR00867,USA,Dallas,Mobile,Edge,Direct,Festive Offer,Blog,1,1,No,4,2.79,40,0,0,Pricing,0.0
2025-01-12,SES002150,USR01902,Australia,Melbourne,Tablet,Chrome,Organic Search,Product Launch,Pricing,3,1,No,10,5.36,34,0,0,Contact,0.0
2024-09-24,SES002151,USR01126,UK,Manchester,Mobile,Safari,Organic Search,Summer Sale,Pricing,4,1,No,7,7.31,29,0,0,Contact,0.0
2025-05-01,SES002152,USR00705,Canada,Vancouver,Mobile,Firefox,Direct,Email Retention,Home,2,1,Yes,8,0.81,40,0,0,Contact,0.0
2025-03-17,SES002153,USR01252,UK,Manchester,Desktop,Safari,Social,Festive Offer,Pricing,2,1,No,10,4.54,48,0,0,Contact,0.0
2025-01-29,SES002154,USR00701,Australia,Sydney,Desktop,Edge,Direct,Summer Sale,Products,3,1,No,7,7.19,42,0,0,Blog,0.0
2024-05-19,SES002155,USR00537,USA,New York,Mobile,Firefox,Social,Product Launch,Home,3,1,No,4,4.6,59,0,0,Pricing,0.0
2024-08-18,SES002156,USR01531,USA,Dallas,Desktop,Chrome,Organic Search,Brand Awareness,Blog,3,1,Yes,5,1.74,41,0,0,Products,0.0
2024-08-03,SES002157,USR01155,Australia,Sydney,Desktop,Firefox,Social,Email Retention,Home,2,1,Yes,10,5.58,47,0,0,Pricing,0.0
2025-04-08,SES002158,USR01586,Australia,Sydney,Desktop,Chrome,Social,Summer Sale,Products,1,1,No,7,4.9,51,0,0,Blog,0.0
2024-10-01,SES002159,USR01741,Australia,Sydney,Desktop,Firefox,Social,Email Retention,Contact,2,1,No,6,1.67,58,0,0,Home,0.0
2024-10-15,SES002160,USR01540,UK,Manchester,Tablet,Safari,Direct,Brand Awareness,Checkout,3,1,No,7,3.22,38,0,0,Contact,0.0
2024-12-15,SES002161,USR00827,UK,London,Desktop,Edge,Organic Search,Summer Sale,Home,2,1,Yes,5,2.99,40,1,106,Pricing,50.0
2024-12-02,SES002162,USR01539,USA,San Francisco,Mobile,Firefox,Paid Search,Email Retention,Products,1,1,No,5,2.48,22,0,0,Checkout,0.0
2024-06-12,SES002163,USR01865,Australia,Melbourne,Mobile,Firefox,Organic Search,Email Retention,Pricing,2,1,No,4,4.62,36,0,0,Contact,0.0
2024-11-06,SES002164,USR00600,USA,New York,Desktop,Firefox,Direct,Festive Offer,Products,2,1,Yes,9,4.06,44,0,0,Contact,0.0
2024-07-08,SES002165,USR01344,Australia,Sydney,Mobile,Edge,Organic Search,Brand Awareness,Pricing,3,1,No,7,5.85,37,0,0,Products,0.0
2025-06-15,SES002166,USR00375,USA,New York,Mobile,Firefox,Paid Search,Product Launch,Products,3,1,Yes,7,7.0,38,1,436,Pricing,33.33
2025-06-10,SES002167,USR00099,India,Mumbai,Mobile,Safari,Organic Search,Product Launch,Products,2,1,No,9,3.64,35,0,0,Blog,0.0
2024-10-13,SES002168,USR01235,India,Pune,Desktop,Chrome,Social,Summer Sale,Checkout,3,1,No,8,4.23,50,0,0,Blog,0.0
2024-05-14,SES002169,USR01528,UK,Manchester,Mobile,Edge,Organic Search,Email Retention,Pricing,4,1,Yes,12,2.01,32,0,0,Contact,0.0
2024-02-27,SES002170,USR01641,India,Mumbai,Mobile,Firefox,Paid Search,Brand Awareness,Contact,4,1,Yes,8,5.48,29,0,0,Home,0.0
2024-12-06,SES002171,USR00832,Canada,Vancouver,Mobile,Edge,Organic Search,No Campaign,Contact,4,1,Yes,6,0.86,33,0,0,Home,0.0
2024-11-23,SES002172,USR00073,Canada,Toronto,Mobile,Firefox,Organic Search,Product Launch,Checkout,2,1,No,6,2.83,30,0,0,Contact,0.0
2024-06-10,SES002173,USR01296,Australia,Melbourne,Mobile,Firefox,Organic Search,Festive Offer,Products,4,1,No,7,3.89,41,0,0,Home,0.0
2024-11-23,SES002174,USR01356,Australia,Melbourne,Mobile,Chrome,Organic Search,Summer Sale,Pricing,3,1,No,5,5.1,36,0,0,Contact,0.0
2025-05-05,SES002175,USR01145,India,Bengaluru,Mobile,Safari,Organic Search,Brand Awareness,Pricing,4,1,No,11,3.54,39,0,0,Contact,0.0
2024-11-17,SES002176,USR00426,UK,London,Mobile,Edge,Direct,Product Launch,Products,2,1,No,3,6.98,50,0,0,Home,0.0
2024-05-15,SES002177,USR01642,USA,San Francisco,Desktop,Firefox,Organic Search,Festive Offer,Products,1,1,No,2,6.5,42,0,0,Contact,0.0
2024-03-06,SES002178,USR00909,Canada,Toronto,Mobile,Firefox,Direct,No Campaign,Contact,3,1,Yes,4,1.65,44,1,139,Blog,33.33
2024-02-15,SES002179,USR00346,India,Hyderabad,Mobile,Edge,Organic Search,Festive Offer,Checkout,2,1,Yes,7,1.28,33,1,346,Checkout,50.0
2024-06-08,SES002180,USR00928,Canada,Toronto,Mobile,Firefox,Organic Search,Product Launch,Blog,1,1,No,3,4.35,39,0,0,Blog,0.0
2024-11-07,SES002181,USR01199,Australia,Sydney,Mobile,Edge,Paid Search,Brand Awareness,Home,1,1,Yes,3,4.93,34,0,0,Pricing,0.0
2025-03-29,SES002182,USR01711,India,Delhi,Mobile,Edge,Paid Search,No Campaign,Pricing,1,1,Yes,8,3.13,38,0,0,Products,0.0
2025-02-11,SES002183,USR01976,Australia,Sydney,Desktop,Firefox,Direct,Summer Sale,Checkout,3,1,No,9,3.15,37,0,0,Blog,0.0
2025-05-29,SES002184,USR00015,India,Mumbai,Mobile,Firefox,Organic Search,No Campaign,Contact,3,1,No,9,6.09,35,1,387,Pricing,33.33
2024-06-21,SES002185,USR00271,USA,San Francisco,Desktop,Edge,Direct,No Campaign,Home,1,1,No,4,1.26,49,0,0,Home,0.0
2025-05-23,SES002186,USR01916,UK,London,Mobile,Edge,Direct,Summer Sale,Checkout,2,1,No,7,3.2,50,0,0,Pricing,0.0
2025-04-25,SES002187,USR01960,India,Pune,Mobile,Edge,Social,Product Launch,Blog,1,1,Yes,5,1.61,49,1,181,Contact,100.0
2024-12-30,SES002188,USR01275,Australia,Melbourne,Desktop,Firefox,Social,Summer Sale,Checkout,1,1,Yes,9,5.35,55,0,0,Products,0.0
2025-05-08,SES002189,USR00157,UK,London,Mobile,Chrome,Direct,Festive Offer,Products,2,1,Yes,7,5.92,47,0,0,Blog,0.0
2024-10-14,SES002190,USR00873,India,Pune,Mobile,Edge,Direct,Brand Awareness,Contact,3,1,Yes,4,6.83,37,0,0,Blog,0.0
2024-12-03,SES002191,USR01705,Australia,Sydney,Mobile,Safari,Organic Search,Brand Awareness,Pricing,3,1,No,9,5.05,32,0,0,Products,0.0
2025-03-09,SES002192,USR00839,USA,Chicago,Mobile,Chrome,Organic Search,Product Launch,Products,2,1,Yes,4,4.77,39,0,0,Home,0.0
2024-04-12,SES002193,USR01208,India,Hyderabad,Mobile,Safari,Organic Search,Product Launch,Checkout,3,1,Yes,10,2.19,28,0,0,Checkout,0.0
2024-12-18,SES002194,USR00013,Canada,Toronto,Mobile,Firefox,Paid Search,Product Launch,Home,4,1,Yes,5,6.83,34,0,0,Home,0.0
2025-01-17,SES002195,USR01464,India,Bengaluru,Mobile,Safari,Social,Product Launch,Contact,3,1,No,4,4.98,57,0,0,Pricing,0.0
2025-06-23,SES002196,USR01149,USA,Chicago,Mobile,Chrome,Organic Search,Brand Awareness,Home,3,1,No,5,4.62,42,0,0,Home,0.0
2025-04-24,SES002197,USR01863,Australia,Melbourne,Desktop,Safari,Organic Search,Brand Awareness,Home,3,1,No,8,7.29,42,1,260,Home,33.33
2024-01-15,SES002198,USR00233,UK,London,Mobile,Safari,Direct,Product Launch,Home,3,1,Yes,10,3.88,45,0,0,Blog,0.0
2025-05-21,SES002199,USR01054,Australia,Melbourne,Desktop,Firefox,Organic Search,Brand Awareness,Contact,3,1,No,6,5.04,43,0,0,Products,0.0
2024-07-22,SES002200,USR01868,USA,San Francisco,Mobile,Edge,Social,Product Launch,Blog,4,1,No,11,6.96,47,0,0,Home,0.0
2025-04-01,SES002201,USR01629,Australia,Melbourne,Mobile,Edge,Direct,Email Retention,Pricing,4,1,Yes,6,5.08,43,0,0,Checkout,0.0
2024-01-26,SES002202,USR00374,India,Delhi,Desktop,Firefox,Organic Search,Brand Awareness,Blog,2,1,No,5,3.19,27,0,0,Pricing,0.0
2024-02-14,SES002203,USR00199,India,Pune,Mobile,Firefox,Referral,Product Launch,Contact,1,1,Yes,6,1.6,37,0,0,Blog,0.0
2025-01-14,SES002204,USR00063,USA,New York,Mobile,Chrome,Organic Search,Product Launch,Pricing,4,1,No,11,4.34,38,0,0,Home,0.0
2024-05-18,SES002205,USR00693,Australia,Melbourne,Mobile,Safari,Paid Search,Email Retention,Products,3,1,Yes,7,3.87,28,0,0,Products,0.0
2025-01-19,SES002206,USR01993,UK,London,Mobile,Safari,Paid Search,Product Launch,Pricing,1,1,Yes,2,2.59,33,0,0,Checkout,0.0
2024-12-13,SES002207,USR00148,Australia,Melbourne,Mobile,Firefox,Organic Search,Brand Awareness,Pricing,1,1,No,7,0.97,34,0,0,Contact,0.0
2024-03-19,SES002208,USR00197,USA,Chicago,Mobile,Edge,Social,No Campaign,Home,3,1,No,4,4.02,54,0,0,Pricing,0.0
2024-05-17,SES002209,USR00385,India,Hyderabad,Mobile,Edge,Organic Search,Summer Sale,Checkout,4,1,No,6,2.9,42,0,0,Contact,0.0
2024-10-17,SES002210,USR00149,India,Bengaluru,Mobile,Edge,Organic Search,Summer Sale,Checkout,2,1,Yes,7,2.53,37,0,0,Pricing,0.0
2024-09-02,SES002211,USR00492,UK,Manchester,Mobile,Chrome,Social,Product Launch,Blog,4,1,No,9,2.92,54,0,0,Products,0.0
2025-03-29,SES002212,USR00839,India,Mumbai,Mobile,Firefox,Direct,No Campaign,Products,3,1,No,11,3.6,41,0,0,Products,0.0
2025-01-18,SES002213,USR00537,India,Bengaluru,Desktop,Chrome,Organic Search,Product Launch,Home,4,1,Yes,11,6.49,35,1,371,Home,25.0
2024-03-27,SES002214,USR00445,UK,London,Mobile,Edge,Paid Search,Email Retention,Contact,3,1,Yes,4,6.81,26,0,0,Checkout,0.0
2024-12-02,SES002215,USR01114,India,Pune,Desktop,Safari,Email,Festive Offer,Contact,1,1,No,9,1.61,44,0,0,Checkout,0.0
2025-03-18,SES002216,USR01048,UK,Manchester,Mobile,Firefox,Direct,Brand Awareness,Pricing,4,1,Yes,6,5.23,38,0,0,Contact,0.0
2024-06-24,SES002217,USR00244,Australia,Sydney,Mobile,Safari,Referral,Product Launch,Pricing,1,1,Yes,4,1.06,43,0,0,Blog,0.0
2025-03-03,SES002218,USR01538,UK,London,Mobile,Edge,Organic Search,Product Launch,Checkout,4,1,No,7,7.08,27,0,0,Blog,0.0
2024-04-28,SES002219,USR00824,UK,Manchester,Desktop,Edge,Organic Search,Summer Sale,Blog,4,1,No,6,3.39,30,0,0,Products,0.0
2025-02-01,SES002220,USR00855,USA,Dallas,Mobile,Firefox,Social,Email Retention,Home,1,1,Yes,8,0.97,47,0,0,Contact,0.0
2024-02-10,SES002221,USR01481,India,Hyderabad,Mobile,Chrome,Paid Search,Festive Offer,Contact,3,1,No,6,5.75,33,0,0,Pricing,0.0
2024-08-04,SES002222,USR00130,UK,Manchester,Mobile,Edge,Direct,Festive Offer,Contact,3,1,Yes,6,2.94,37,0,0,Checkout,0.0
2024-06-27,SES002223,USR00378,India,Mumbai,Mobile,Firefox,Paid Search,No Campaign,Pricing,1,1,Yes,3,6.32,29,0,0,Checkout,0.0
2025-04-10,SES002224,USR00994,India,Mumbai,Desktop,Firefox,Organic Search,Product Launch,Checkout,2,1,No,3,2.51,40,0,0,Blog,0.0
2024-03-11,SES002225,USR00667,USA,New York,Mobile,Firefox,Direct,Summer Sale,Home,3,1,Yes,6,3.63,50,0,0,Contact,0.0
2025-04-28,SES002226,USR01246,USA,Chicago,Mobile,Chrome,Paid Search,Product Launch,Home,1,1,Yes,3,1.59,22,0,0,Products,0.0
2025-02-01,SES002227,USR00407,India,Bengaluru,Desktop,Edge,Organic Search,Brand Awareness,Blog,3,1,No,5,3.19,36,0,0,Blog,0.0
2025-03-28,SES002228,USR00972,India,Pune,Mobile,Safari,Organic Search,No Campaign,Home,3,1,Yes,5,1.88,29,0,0,Contact,0.0
2025-05-04,SES002229,USR01765,Canada,Vancouver,Mobile,Firefox,Organic Search,No Campaign,Checkout,1,1,Yes,3,0.85,34,0,0,Checkout,0.0
2024-08-02,SES002230,USR01320,UK,Manchester,Mobile,Chrome,Direct,Brand Awareness,Pricing,3,1,No,4,4.46,48,0,0,Pricing,0.0
2024-06-10,SES002231,USR00683,UK,Manchester,Mobile,Safari,Organic Search,Email Retention,Home,4,1,No,8,2.0,42,0,0,Blog,0.0
2024-07-24,SES002232,USR01194,India,Mumbai,Mobile,Edge,Referral,Email Retention,Blog,4,1,Yes,12,2.34,37,1,82,Products,25.0
2024-12-17,SES002233,USR00419,Canada,Vancouver,Mobile,Safari,Organic Search,Summer Sale,Contact,2,1,No,5,7.14,29,0,0,Pricing,0.0
2024-03-17,SES002234,USR01288,Canada,Vancouver,Mobile,Chrome,Organic Search,Brand Awareness,Home,2,1,No,8,1.27,39,0,0,Products,0.0
2024-06-09,SES002235,USR01658,UK,London,Mobile,Safari,Direct,No Campaign,Pricing,2,1,Yes,10,5.46,43,0,0,Home,0.0
2024-11-07,SES002236,USR01745,Australia,Melbourne,Desktop,Firefox,Paid Search,Festive Offer,Contact,1,1,No,3,3.95,26,0,0,Checkout,0.0
2025-04-02,SES002237,USR01964,India,Pune,Tablet,Chrome,Direct,Festive Offer,Contact,2,1,Yes,5,6.19,47,1,226,Pricing,50.0
2025-03-01,SES002238,USR01569,Australia,Melbourne,Desktop,Edge,Organic Search,No Campaign,Contact,4,1,Yes,10,0.95,30,0,0,Home,0.0
2024-08-28,SES002239,USR01022,Australia,Sydney,Desktop,Firefox,Paid Search,Festive Offer,Products,4,1,No,10,2.38,31,1,205,Checkout,25.0
2024-01-25,SES002240,USR01849,India,Hyderabad,Mobile,Safari,Organic Search,Email Retention,Products,3,1,No,10,2.62,28,0,0,Contact,0.0
2024-08-09,SES002241,USR01991,USA,San Francisco,Mobile,Edge,Social,Product Launch,Home,4,1,Yes,7,6.16,58,0,0,Contact,0.0
2024-03-18,SES002242,USR01402,UK,London,Mobile,Safari,Social,Brand Awareness,Blog,1,1,Yes,4,7.29,62,0,0,Blog,0.0
2024-01-04,SES002243,USR01654,Canada,Toronto,Mobile,Edge,Referral,Product Launch,Contact,1,1,No,7,4.67,42,0,0,Home,0.0
2024-03-11,SES002244,USR01758,Australia,Sydney,Mobile,Edge,Organic Search,Summer Sale,Contact,2,1,No,3,1.58,30,0,0,Products,0.0
2025-01-16,SES002245,USR00743,India,Bengaluru,Desktop,Edge,Direct,Summer Sale,Blog,1,1,Yes,3,2.47,45,0,0,Pricing,0.0
2024-10-18,SES002246,USR01753,Canada,Toronto,Desktop,Safari,Social,No Campaign,Home,4,1,No,12,5.64,47,0,0,Checkout,0.0
2025-06-17,SES002247,USR00985,Canada,Vancouver,Mobile,Firefox,Organic Search,Product Launch,Checkout,1,1,Yes,7,1.17,32,0,0,Checkout,0.0
2025-04-05,SES002248,USR01022,India,Delhi,Mobile,Edge,Organic Search,Festive Offer,Products,4,1,No,11,2.01,37,0,0,Pricing,0.0
2024-05-24,SES002249,USR00545,USA,Dallas,Mobile,Edge,Organic Search,Product Launch,Pricing,1,1,No,8,2.42,28,0,0,Products,0.0
2024-10-17,SES002250,USR00825,Canada,Vancouver,Mobile,Edge,Organic Search,Product Launch,Products,1,1,No,2,4.47,40,0,0,Blog,0.0
2024-05-26,SES002251,USR00659,Canada,Vancouver,Mobile,Edge,Organic Search,Email Retention,Products,2,1,Yes,10,3.0,39,0,0,Pricing,0.0
2024-10-01,SES002252,USR00293,Australia,Sydney,Desktop,Firefox,Social,Summer Sale,Checkout,1,1,Yes,6,2.91,49,0,0,Home,0.0
2024-02-01,SES002253,USR00459,India,Pune,Desktop,Firefox,Direct,Email Retention,Products,3,1,No,7,4.31,43,0,0,Checkout,0.0
2025-05-15,SES002254,USR00428,Australia,Melbourne,Tablet,Chrome,Organic Search,Brand Awareness,Products,1,1,No,2,6.22,30,0,0,Checkout,0.0
2024-05-27,SES002255,USR00626,Australia,Melbourne,Mobile,Chrome,Email,Summer Sale,Contact,4,1,Yes,9,1.83,44,0,0,Pricing,0.0
2025-04-27,SES002256,USR01246,India,Delhi,Mobile,Firefox,Direct,Summer Sale,Checkout,4,1,Yes,5,3.46,46,0,0,Contact,0.0
2024-06-29,SES002257,USR01039,Canada,Toronto,Mobile,Edge,Direct,Brand Awareness,Contact,2,1,No,8,1.13,50,0,0,Home,0.0
2024-04-14,SES002258,USR01047,Canada,Vancouver,Mobile,Edge,Referral,No Campaign,Contact,1,1,No,7,1.49,48,0,0,Checkout,0.0
2024-05-31,SES002259,USR00409,UK,London,Desktop,Firefox,Paid Search,Product Launch,Checkout,2,1,Yes,5,3.49,34,0,0,Pricing,0.0
2024-10-31,SES002260,USR00323,Australia,Melbourne,Desktop,Edge,Direct,Brand Awareness,Pricing,3,1,No,9,4.23,41,0,0,Home,0.0
2025-05-12,SES002261,USR01278,USA,San Francisco,Mobile,Chrome,Direct,Summer Sale,Home,3,1,No,7,2.29,46,0,0,Products,0.0
2024-03-25,SES002262,USR01550,Canada,Vancouver,Desktop,Chrome,Paid Search,Product Launch,Contact,2,1,No,5,4.5,25,0,0,Checkout,0.0
2024-10-02,SES002263,USR01315,UK,Manchester,Mobile,Firefox,Organic Search,Brand Awareness,Home,3,1,No,9,6.36,38,0,0,Products,0.0
2024-03-11,SES002264,USR00695,Australia,Sydney,Mobile,Firefox,Organic Search,Product Launch,Products,4,1,Yes,6,4.04,33,0,0,Home,0.0
2024-03-06,SES002265,USR01264,India,Mumbai,Mobile,Firefox,Direct,Email Retention,Pricing,1,1,No,9,3.2,52,0,0,Products,0.0
2024-10-07,SES002266,USR01119,India,Bengaluru,Mobile,Firefox,Direct,Festive Offer,Blog,4,1,No,6,4.23,53,0,0,Checkout,0.0
2024-04-13,SES002267,USR00529,India,Hyderabad,Mobile,Chrome,Organic Search,Summer Sale,Blog,4,1,No,8,3.81,41,0,0,Home,0.0
2024-02-16,SES002268,USR00864,Australia,Melbourne,Tablet,Chrome,Organic Search,No Campaign,Contact,3,1,Yes,6,5.46,30,0,0,Products,0.0
2025-06-03,SES002269,USR01377,Canada,Toronto,Mobile,Safari,Organic Search,Brand Awareness,Pricing,4,1,No,8,7.08,43,0,0,Pricing,0.0
2024-11-23,SES002270,USR00971,USA,New York,Desktop,Firefox,Organic Search,Summer Sale,Home,2,1,Yes,7,5.78,41,0,0,Products,0.0
2025-04-11,SES002271,USR00690,UK,London,Tablet,Chrome,Paid Search,Email Retention,Checkout,2,1,No,8,7.36,32,0,0,Checkout,0.0
2024-03-26,SES002272,USR01806,USA,New York,Desktop,Safari,Organic Search,Email Retention,Checkout,2,1,No,9,6.08,33,0,0,Checkout,0.0
2024-09-06,SES002273,USR01157,UK,London,Desktop,Firefox,Social,Email Retention,Home,1,1,Yes,3,5.83,50,0,0,Pricing,0.0
2024-10-07,SES002274,USR01878,USA,Dallas,Mobile,Chrome,Organic Search,Summer Sale,Home,4,1,No,5,7.37,36,1,102,Home,25.0
2024-10-16,SES002275,USR01777,USA,Dallas,Mobile,Chrome,Organic Search,Festive Offer,Contact,2,1,Yes,6,2.16,33,0,0,Blog,0.0
2024-06-14,SES002276,USR01992,India,Bengaluru,Mobile,Safari,Organic Search,Email Retention,Products,4,1,No,5,6.0,27,0,0,Checkout,0.0
